The	DT	18	NMOD
audience	NN	29	SUB
,	,	18	P
at	IN	24	AMOD
first	JJ	20	PMOD
entranced	VBN	24	AMOD
and	CC	24	AMOD
hypnotized	VBN	18	NMOD
by	IN	24	AMOD
the	DT	27	NMOD
music	NN	25	PMOD
,	,	18	P
releases	VBZ	0	ROOT
its	PRP$	32	NMOD
pent-up	JJ	32	NMOD
feelings	NNS	29	OBJ
in	IN	29	VMOD
collective	JJ	35	NMOD
gratitude	NN	33	PMOD

Currently	RB	2	PMOD
in	IN	18	VMOD
the	DT	4	NMOD
middle	NN	2	PMOD
of	IN	4	NMOD
a	DT	10	NMOD
four-week	JJ	10	NMOD
,	,	10	P
20-city	JJ	10	NMOD
tour	NN	5	PMOD
as	IN	10	NMOD
a	DT	14	NMOD
solo	NN	14	NMOD
pianist	NN	11	PMOD
,	,	18	P
Mr.	NNP	17	NMOD
Glass	NNP	18	SUB
has	VBZ	0	ROOT
left	VBN	18	VC
behind	IN	19	VMOD
his	PRP$	26	NMOD
synthesizers	NNS	26	NMOD
,	,	26	P
equipment	NN	26	NMOD
and	CC	26	NMOD
collaborators	NNS	19	OBJ
in	IN	19	VMOD
favor	NN	27	PMOD
of	IN	28	NMOD
going	VBG	29	PMOD
it	PRP	30	OBJ
alone	RB	30	VMOD

He	PRP	2	SUB
sits	VBZ	0	ROOT
down	RP	2	VMOD
at	IN	2	VMOD
the	DT	6	NMOD
piano	NN	4	PMOD
and	CC	2	VMOD
plays	NNS	2	VMOD

And	CC	2	VMOD
plays	NNS	0	ROOT

Either	CC	7	VMOD
one	NN	3	SUB
likes	VBZ	7	VMOD
it	PRP	3	OBJ
or	CC	7	VMOD
one	NN	7	SUB
does	VBZ	0	ROOT
n't	RB	7	VMOD

The	DT	4	NMOD
typical	JJ	4	NMOD
Glass	NNP	4	NMOD
audience	NN	21	SUB
,	,	4	P
which	WDT	4	NMOD
is	VBZ	6	SBAR
more	RBR	9	AMOD
likely	JJ	7	PRD
to	TO	11	VMOD
be	VB	9	AMOD
composed	VBN	11	VC
of	IN	12	VMOD
music	NN	15	NMOD
students	NNS	13	PMOD
than	IN	9	AMOD
their	PRP$	18	NMOD
teachers	NNS	16	PMOD
,	,	4	P
certainly	RB	21	VMOD
does	VBZ	0	ROOT

The	DT	2	NMOD
work	NN	6	SUB
,	,	6	P
though	RB	6	VMOD
,	,	6	P
sounds	VBZ	0	ROOT
like	IN	6	VMOD
Muzak	NNP	7	PMOD
for	IN	8	NMOD
spaceships	NNS	9	PMOD

Philip	NNP	2	NMOD
Glass	NNP	3	SUB
is	VBZ	12	VMOD
the	DT	5	NMOD
emperor	NN	3	PRD
,	,	12	P
and	CC	12	VMOD
his	PRP$	9	NMOD
music	NN	12	VMOD
the	DT	12	NMOD
new	JJ	12	NMOD
clothes	NNS	0	ROOT
,	,	12	P
of	IN	12	VMOD
the	DT	16	NMOD
avant-garde	NN	14	PMOD

His	PRP$	2	NMOD
success	NN	3	SUB
is	VBZ	0	ROOT
easy	JJ	3	PRD
to	TO	6	VMOD
understand	VB	4	AMOD

Softly	RB	2	VMOD
introducing	VBG	10	VMOD
and	CC	2	VMOD
explaining	VBG	2	VMOD
his	PRP$	6	NMOD
pieces	NNS	2	OBJ
,	,	10	P
Mr.	NNP	9	NMOD
Glass	NNP	10	SUB
looks	VBZ	0	ROOT
and	CC	10	VMOD
sounds	VBZ	10	VMOD
more	JJR	14	PMOD
like	IN	10	VMOD
a	DT	17	NMOD
shaggy	JJ	17	NMOD
poet	NN	14	PMOD
describing	VBG	17	NMOD
his	PRP$	20	NMOD
work	NN	18	OBJ
than	IN	14	PMOD
a	DT	24	NMOD
classical	JJ	24	NMOD
pianist	NN	21	PMOD
playing	VBG	24	NMOD
a	DT	27	NMOD
recital	NN	25	OBJ

The	DT	3	NMOD
piano	NN	3	NMOD
compositions	NNS	23	SUB
,	,	3	P
which	WDT	3	NMOD
have	VBP	5	SBAR
been	VBN	6	VC
labeled	VBN	7	VC
variously	RB	8	VMOD
as	IN	8	VMOD
minimalist	JJ	21	AMOD
,	,	21	P
Oriental	JJ	21	AMOD
,	,	21	P
repetitive	JJ	21	AMOD
,	,	21	P
cyclical	JJ	21	AMOD
,	,	21	P
monophonic	JJ	21	AMOD
and	CC	21	AMOD
hypnotic	JJ	10	PMOD
,	,	3	P
are	VBP	0	ROOT
relentlessly	RB	25	AMOD
tonal	JJ	42	AMOD
(	-LRB-	28	P
therefore	RB	28	DEP
unthreatening	JJ	25	AMOD
)	-RRB-	28	P
,	,	42	P
unvaryingly	RB	32	AMOD
rhythmic	JJ	42	AMOD
(	-LRB-	35	P
therefore	RB	35	DEP
soporific	JJ	32	AMOD
)	-RRB-	35	P
,	,	42	P
and	CC	42	AMOD
unflaggingly	RB	40	AMOD
harmonious	JJ	42	AMOD
but	CC	42	AMOD
unmelodic	JJ	23	PRD
(	-LRB-	48	P
therefore	RB	48	DEP
both	DT	48	AMOD
pretty	JJ	48	AMOD
and	CC	48	AMOD
unconventional	JJ	42	AMOD
)	-RRB-	48	P

It	PRP	2	SUB
is	VBZ	0	ROOT
music	NN	2	PRD
for	IN	3	NMOD
people	NNS	4	PMOD
who	WP	5	NMOD
want	VBP	6	SBAR
to	TO	9	VMOD
hear	VB	7	VMOD
something	NN	9	OBJ
different	JJ	10	NMOD
but	CC	7	VMOD
do	VBP	7	VMOD
n't	RB	13	VMOD
want	VB	13	VC
to	TO	17	VMOD
work	VB	15	VMOD
especially	RB	17	VMOD
hard	RB	18	AMOD
at	IN	18	AMOD
the	DT	22	NMOD
task	NN	20	PMOD

It	PRP	2	SUB
is	VBZ	0	ROOT
E-Z	JJ	4	NMOD
listening	NN	2	PRD
for	IN	4	NMOD
the	DT	8	NMOD
now	JJ	8	NMOD
generation	NN	5	PMOD

Mr.	NNP	2	NMOD
Glass	NNP	3	SUB
has	VBZ	0	ROOT
inverted	VBN	3	VC
the	DT	8	NMOD
famous	JJ	8	NMOD
modernist	NN	8	NMOD
dictum	NN	4	OBJ
less	JJR	10	SUB
is	VBZ	8	NMOD
more	JJR	10	PRD

His	PRP$	2	NMOD
more	JJR	3	SUB
is	VBZ	0	ROOT
always	RB	3	VMOD
less	JJR	3	PRD

Far	RB	2	PMOD
from	IN	9	VMOD
being	VBG	2	PMOD
minimalist	NN	3	PRD
,	,	9	P
the	DT	7	NMOD
music	NN	9	SUB
unabatingly	RB	9	VMOD
torments	VBZ	0	ROOT
us	PRP	9	OBJ
with	IN	9	VMOD
apparent	JJ	13	NMOD
novelties	NNS	11	PMOD
not	RB	17	VMOD
so	RB	14	AMOD
cleverly	RB	14	AMOD
disguised	VBN	13	NMOD
in	IN	17	VMOD
the	DT	20	NMOD
simplicities	NNS	18	PMOD
of	IN	20	NMOD
4\/4	CD	23	NMOD
time	NN	33	NMOD
,	,	33	P
octave	JJ	26	NMOD
intervals	NNS	33	NMOD
,	,	33	P
and	CC	33	NMOD
ragtime	NN	33	NMOD
or	CC	33	NMOD
gospel	NN	33	NMOD
chord	NN	33	NMOD
progressions	NNS	21	PMOD

But	CC	4	VMOD
the	DT	3	NMOD
music	NN	4	SUB
has	VBZ	11	VMOD
its	PRP$	6	NMOD
charm	NN	4	OBJ
,	,	11	P
and	CC	11	VMOD
Mr.	NNP	10	NMOD
Glass	NNP	11	SUB
has	VBZ	0	ROOT
constructed	VBN	11	VC
his	PRP$	15	NMOD
solo	NN	15	NMOD
program	NN	12	OBJ
around	IN	12	VMOD
a	DT	18	NMOD
move	NN	16	PMOD
from	IN	18	NMOD
the	DT	21	NMOD
simple	NN	19	PMOD
to	TO	18	NMOD
the	DT	25	NMOD
relatively	RB	25	AMOD
complex	JJ	22	PMOD

Opening	NN	9	SUB
(	-LRB-	3	P
1981	CD	1	NMOD
)	-RRB-	3	P
,	,	1	P
from	IN	1	NMOD
Glassworks	NNP	6	PMOD
,	,	1	P
introduces	VBZ	45	VMOD
the	DT	11	NMOD
audience	NN	9	OBJ
to	TO	9	VMOD
the	DT	15	NMOD
Glass	NNP	15	NMOD
technique	NN	12	PMOD
:	:	45	P
Never	RB	18	VMOD
straying	VBG	29	VMOD
too	RB	18	VMOD
far	RB	19	AMOD
from	IN	18	VMOD
the	DT	24	NMOD
piano	NN	24	NMOD
's	POS	25	NMOD
center	NN	21	PMOD
,	,	29	P
Mr.	NNP	28	NMOD
Glass	NNP	29	SUB
works	VBZ	45	VMOD
in	IN	29	VMOD
the	DT	33	NMOD
two	CD	33	NMOD
octaves	NNS	30	PMOD
on	IN	33	NMOD
either	DT	36	NMOD
side	NN	34	PMOD
of	IN	36	NMOD
middle	JJ	39	NMOD
C	NNP	37	PMOD
,	,	45	P
and	CC	45	VMOD
his	PRP$	43	NMOD
fingers	NNS	45	SUB
seldom	RB	45	VMOD
leave	VBP	0	ROOT
the	DT	47	NMOD
keys	NNS	45	OBJ

There	EX	2	SUB
is	VBZ	0	ROOT
a	DT	6	NMOD
recognizable	JJ	6	NMOD
musical	JJ	6	NMOD
style	NN	2	PRD
here	RB	2	VMOD
,	,	2	P
but	CC	2	VMOD
not	RB	14	NMOD
a	DT	14	NMOD
particular	JJ	14	NMOD
performance	NN	14	NMOD
style	NN	9	DEP

The	DT	2	NMOD
music	NN	3	SUB
is	VBZ	11	VMOD
not	RB	6	AMOD
especially	RB	6	AMOD
pianistic	JJ	3	PRD
;	:	11	P
indeed	RB	11	VMOD
,	,	11	P
it	PRP	11	SUB
's	VBZ	0	ROOT
hard	JJ	11	PRD
to	TO	14	VMOD
imagine	VB	11	VMOD
a	DT	17	NMOD
bad	JJ	17	NMOD
performance	NN	14	OBJ
of	IN	17	NMOD
it	PRP	18	PMOD

Nothing	NN	2	NMOD
bravura	NN	10	NMOD
,	,	10	P
no	DT	5	NMOD
arpeggios	NNS	10	NMOD
,	,	10	P
no	DT	10	NMOD
ticklish	JJ	10	NMOD
fingering	NN	10	NMOD
problems	NNS	11	SUB
challenge	VBP	0	ROOT
the	DT	13	NMOD
performer	NN	11	OBJ

We	PRP	2	SUB
hear	VBP	14	VMOD
,	,	5	P
we	PRP	5	SUB
may	MD	2	VMOD
think	VB	5	VC
,	,	5	P
inner	JJ	9	NMOD
voices	NNS	2	OBJ
,	,	14	P
but	CC	14	VMOD
they	PRP	13	NMOD
all	DT	14	SUB
seem	VBP	0	ROOT
to	TO	16	VMOD
be	VB	14	VMOD
saying	VBG	16	VC
the	DT	20	NMOD
same	JJ	20	NMOD
thing	NN	17	OBJ

With	IN	20	VMOD
Planet	NN	3	NMOD
News	NN	5	NMOD
,	,	3	P
music	NN	1	PMOD
meant	VBN	5	NMOD
to	TO	8	VMOD
accompany	VB	6	VMOD
readings	NNS	8	OBJ
of	IN	9	NMOD
Allen	NNP	13	NMOD
Ginsberg	NNP	13	NMOD
's	POS	16	NMOD
Wichita	NNP	16	NMOD
Vortex	NN	16	NMOD
Sutra	NN	10	PMOD
,	,	20	P
Mr.	NNP	19	NMOD
Glass	NNP	20	SUB
gets	VBZ	0	ROOT
going	VBG	20	VC

His	PRP$	2	NMOD
hands	NNS	3	SUB
sit	VBP	0	ROOT
farther	RBR	5	AMOD
apart	RB	3	VMOD
on	IN	3	VMOD
the	DT	8	NMOD
keyboard	NN	6	PMOD

Seventh	JJ	2	NMOD
chords	NNS	3	SUB
make	VBP	0	ROOT
you	PRP	5	SUB
feel	VB	3	VMOD
as	IN	7	DEP
though	IN	5	VMOD
he	PRP	9	SUB
may	MD	7	SBAR
break	VB	9	VC
into	IN	10	VMOD
a	DT	18	NMOD
(	-LRB-	15	P
very	RB	15	AMOD
slow	JJ	18	NMOD
)	-RRB-	15	P
improvisatory	JJ	18	NMOD
riff	NN	11	PMOD

The	DT	2	NMOD
chords	NNS	3	SUB
modulate	VBP	7	VMOD
,	,	7	P
but	CC	7	VMOD
there	EX	7	SUB
is	VBZ	0	ROOT
little	RB	9	AMOD
filigree	JJ	7	PRD
even	RB	11	DEP
though	IN	7	VMOD
his	PRP$	13	NMOD
fingers	NNS	14	SUB
begin	VBP	11	SBAR
to	TO	16	VMOD
wander	VB	14	VMOD
over	IN	16	VMOD
more	JJR	17	PMOD
of	IN	18	NMOD
the	DT	21	NMOD
keys	NNS	19	PMOD

Contrasts	NNS	3	SUB
predictably	RB	3	VMOD
accumulate	VBP	22	VMOD
:	:	22	P
First	RB	8	VMOD
the	DT	7	NMOD
music	NN	8	SUB
is	VBZ	22	VMOD
loud	JJ	8	PRD
,	,	22	P
then	RB	13	VMOD
it	PRP	13	SUB
becomes	VBZ	22	VMOD
soft	JJ	13	PRD
,	,	22	P
then	RB	22	VMOD
(	-LRB-	19	P
you	PRP	19	SUB
realize	VBP	22	VMOD
)	-RRB-	19	P
it	PRP	22	SUB
becomes	VBZ	0	ROOT
louder	JJR	22	PRD
again	RB	22	VMOD

The	DT	4	NMOD
Fourth	JJ	4	NMOD
Knee	NN	4	NMOD
Play	NN	7	NMOD
,	,	7	P
an	DT	7	NMOD
interlude	NN	14	SUB
from	IN	7	NMOD
Einstein	NNP	8	PMOD
on	IN	9	NMOD
the	DT	12	NMOD
Beach	NN	10	PMOD
,	,	7	P
is	VBZ	20	VMOD
like	IN	14	PRD
a	DT	17	NMOD
toccata	NN	15	PMOD
but	CC	20	VMOD
it	PRP	20	SUB
does	VBZ	0	ROOT
n't	RB	20	VMOD
seem	VB	20	VC
to	TO	24	VMOD
move	VB	22	VMOD
much	RB	26	PMOD
beyond	IN	24	VMOD
its	PRP$	29	NMOD
left-hand	JJ	29	NMOD
ground	NN	26	PMOD
in	IN	29	NMOD
Three	CD	33	NMOD
Blind	JJ	33	NMOD
Mice	NNS	30	PMOD

When	WRB	11	VMOD
Mr.	NNP	3	NMOD
Glass	NNP	4	SUB
decides	VBZ	1	SBAR
to	TO	6	VMOD
get	VB	4	VMOD
really	RB	8	AMOD
fancy	JJ	6	PRD
,	,	11	P
he	PRP	11	SUB
crosses	VBZ	0	ROOT
his	PRP$	13	NMOD
hands	NNS	11	OBJ
and	CC	11	VMOD
hits	VBZ	11	VMOD
a	DT	19	NMOD
resonant	JJ	19	NMOD
bass	NN	19	NMOD
note	NN	15	OBJ
with	IN	15	VMOD
his	PRP$	23	NMOD
right	JJ	23	NMOD
hand	NN	20	PMOD

He	PRP	2	SUB
does	VBZ	0	ROOT
this	DT	2	OBJ
in	IN	2	VMOD
at	IN	4	PMOD
least	JJS	5	AMOD
three	CD	5	AMOD
of	IN	5	NMOD
his	PRP$	11	NMOD
solo	NN	11	NMOD
pieces	NNS	8	PMOD

You	PRP	2	SUB
might	MD	0	ROOT
call	VB	2	VC
it	PRP	10	SUB
a	DT	6	NMOD
leitmotif	NN	10	NMOD
or	CC	10	NMOD
a	DT	10	NMOD
virtuoso	NN	10	NMOD
accomplishment	NN	3	VMOD

In	IN	38	VMOD
Mad	JJ	3	NMOD
Rush	NN	1	PMOD
,	,	3	P
which	WDT	3	NMOD
came	VBD	5	SBAR
from	IN	6	VMOD
a	DT	9	NMOD
commission	NN	7	PMOD
to	TO	11	VMOD
write	VB	9	NMOD
a	DT	13	NMOD
piece	NN	11	OBJ
of	IN	13	NMOD
indeterminate	JJ	16	NMOD
length	NN	14	PMOD
(	-LRB-	25	P
Mr.	NNP	19	NMOD
Glass	NNP	25	SUB
charmingly	RB	25	VMOD
,	,	20	P
and	CC	20	AMOD
tellingly	RB	20	AMOD
,	,	20	P
confessed	VBD	38	VMOD
that	IN	25	VMOD
this	DT	28	SUB
was	VBD	26	SBAR
no	DT	30	NMOD
problem	NN	28	PRD
for	IN	28	VMOD
me	PRP	31	PMOD
)	-RRB-	25	P
,	,	38	P
an	DT	36	NMOD
A	NNP	38	SUB
section	,	36	P
alternates	NNS	0	ROOT
with	IN	38	VMOD
a	DT	42	NMOD
B	NN	42	NMOD
section	NN	39	PMOD
several	JJ	44	NMOD
times	NNS	38	VMOD
before	IN	38	VMOD
the	DT	47	NMOD
piece	NN	48	SUB
ends	VBZ	45	SBAR
unresolved	JJ	48	PRD

Not	RB	3	VMOD
only	RB	1	DEP
is	VBZ	10	VMOD
the	DT	6	NMOD
typical	JJ	6	NMOD
Glasswork	NNP	3	SUB
open-ended	JJ	3	PRD
,	,	10	P
it	PRP	10	SUB
is	VBZ	0	ROOT
also	RB	10	VMOD
often	RB	10	VMOD
multiple	JJ	10	PRD
in	IN	10	VMOD
its	PRP$	16	NMOD
context	NN	14	PMOD
(	-LRB-	18	P
s	PRP	16	NMOD
)	-RRB-	18	P

Mad	JJ	2	NMOD
Rush	NN	3	VMOD
began	VBD	0	ROOT
its	PRP$	5	NMOD
life	NN	3	OBJ
as	IN	3	VMOD
the	DT	8	NMOD
accompaniment	NN	6	PMOD
to	TO	8	NMOD
the	DT	13	NMOD
Dalai	NNP	13	NMOD
Lama	NNP	13	NMOD
's	POS	16	NMOD
first	JJ	16	NMOD
public	JJ	16	NMOD
address	NN	9	PMOD
in	IN	16	NMOD
the	DT	19	NMOD
U.S.	NNP	17	PMOD
,	,	3	P
when	WRB	3	VMOD
Mr.	NNP	23	NMOD
Glass	NNP	24	SUB
played	VBD	21	SBAR
it	PRP	24	OBJ
on	IN	24	VMOD
the	DT	28	NMOD
organ	NN	26	PMOD
at	IN	24	VMOD
New	NNP	32	NMOD
York	NNP	32	NMOD
's	POS	33	NMOD
Cathedral	NNP	29	PMOD
of	IN	33	NMOD
St.	NNP	38	NMOD
John	NNP	38	NMOD
the	DT	38	NMOD
Divine	NNP	34	PMOD

Later	RB	3	VMOD
it	PRP	3	SUB
was	VBD	15	VMOD
performed	VBN	3	VC
on	IN	4	VMOD
Radio	NNP	7	NMOD
Bremen	NNP	5	PMOD
in	IN	4	VMOD
Germany	NNP	8	PMOD
,	,	15	P
and	CC	15	VMOD
then	RB	15	VMOD
Lucinda	NNP	14	NMOD
Childs	NNP	15	SUB
took	VBD	0	ROOT
it	PRP	15	OBJ
for	IN	15	VMOD
one	CD	17	PMOD
of	IN	18	NMOD
her	PRP$	22	NMOD
dance	NN	22	NMOD
pieces	NNS	19	PMOD

The	DT	2	NMOD
point	NN	3	SUB
is	VBZ	0	ROOT
that	IN	3	PRD
any	DT	6	NMOD
piece	NN	7	SUB
can	MD	4	SBAR
be	VB	7	VC
used	VBN	8	VC
as	IN	9	VMOD
background	NN	12	NMOD
music	NN	10	PMOD
for	IN	9	VMOD
virtually	JJ	15	NMOD
anything	NN	13	PMOD

The	DT	2	NMOD
evening	NN	3	SUB
ended	VBD	0	ROOT
with	IN	3	VMOD
Mr.	NNP	7	NMOD
Glass	NNP	7	NMOD
's	POS	8	NMOD
Metamorphosis	NN	12	NMOD
,	,	8	P
another	DT	12	NMOD
multiple	JJ	12	NMOD
work	NN	4	PMOD

Parts	NNS	8	SUB
1	CD	1	NMOD
,	,	1	P
2	CD	1	NMOD
,	,	1	P
and	CC	1	NMOD
5	CD	1	NMOD
come	VBN	28	VMOD
from	IN	8	VMOD
the	DT	11	NMOD
soundtrack	NN	9	PMOD
of	IN	11	NMOD
Errol	NNP	15	NMOD
Morris	NNP	15	NMOD
's	POS	17	NMOD
acclaimed	JJ	17	NMOD
film	NN	22	NMOD
,	,	22	P
The	DT	22	NMOD
Thin	JJ	22	NMOD
Blue	JJ	22	NMOD
Line	NN	12	PMOD
,	,	28	P
and	CC	28	VMOD
the	DT	28	NMOD
two	CD	28	NMOD
other	JJ	28	NMOD
parts	NNS	0	ROOT
from	IN	28	VMOD
incidental	JJ	31	NMOD
music	NN	29	PMOD
to	TO	31	NMOD
two	CD	35	NMOD
separate	JJ	35	NMOD
dramatizations	NNS	32	PMOD
of	IN	35	NMOD
the	DT	39	NMOD
Kafka	NNP	39	NMOD
story	NN	36	PMOD
of	IN	39	NMOD
the	DT	43	NMOD
same	JJ	43	NMOD
name	NN	40	PMOD

When	WRB	11	VMOD
used	VBN	1	SBAR
as	IN	2	VMOD
background	NN	3	PMOD
in	IN	2	VMOD
this	DT	7	NMOD
way	NN	5	PMOD
,	,	11	P
the	DT	10	NMOD
music	NN	11	SUB
has	VBZ	0	ROOT
an	DT	14	NMOD
appropriate	JJ	14	NMOD
eeriness	NN	11	OBJ
,	,	11	P
as	IN	17	DEP
when	WRB	11	VMOD
a	DT	20	NMOD
two-note	JJ	20	NMOD
phrase	NN	25	NMOD
,	,	25	P
a	DT	25	NMOD
descending	VBG	25	NMOD
minor	JJ	25	NMOD
third	NN	27	SUB
,	,	25	P
accompanies	VBZ	17	SBAR
the	DT	31	NMOD
seemingly	RB	30	AMOD
endless	JJ	31	NMOD
litany	NN	27	OBJ
of	IN	31	NMOD
reports	NNS	37	NMOD
,	,	37	P
interviews	NNS	37	NMOD
and	CC	37	NMOD
confessions	NNS	32	PMOD
of	IN	37	NMOD
witnesses	NNS	38	PMOD
in	IN	37	NMOD
the	DT	43	NMOD
Morris	NNP	43	NMOD
film	NN	40	PMOD

Served	VBN	11	VMOD
up	RP	1	VMOD
as	IN	1	VMOD
a	DT	5	NMOD
solo	NN	3	PMOD
,	,	11	P
however	RB	11	VMOD
,	,	11	P
the	DT	10	NMOD
music	NN	11	SUB
lacks	VBZ	0	ROOT
the	DT	13	NMOD
resonance	NN	11	OBJ
provided	VBN	13	NMOD
by	IN	14	VMOD
a	DT	17	NMOD
context	NN	15	PMOD
within	IN	17	NMOD
another	DT	20	NMOD
medium	NN	18	PMOD

Admirers	NNS	5	SUB
of	IN	1	NMOD
Mr.	NNP	4	NMOD
Glass	NNP	2	PMOD
may	MD	0	ROOT
agree	VB	5	VC
with	IN	6	VMOD
the	DT	12	NMOD
critic	NN	12	NMOD
Richard	NNP	12	NMOD
Kostelanetz	NNP	12	NMOD
's	POS	13	NMOD
sense	NN	7	PMOD
that	IN	13	NMOD
the	DT	17	NMOD
1974	CD	17	NMOD
Music	NN	21	SUB
in	IN	17	NMOD
Twelve	CD	20	NMOD
Parts	NNS	18	PMOD
is	VBZ	14	SBAR
as	RB	25	AMOD
encyclopedic	JJ	25	AMOD
and	CC	25	AMOD
weighty	JJ	21	PRD
as	IN	25	AMOD
The	DT	29	NMOD
Well-Tempered	JJ	29	NMOD
Clavier	NN	26	PMOD

But	CC	17	VMOD
while	IN	17	VMOD
making	VBG	2	SBAR
the	DT	6	NMOD
obvious	JJ	6	NMOD
point	NN	3	OBJ
that	IN	6	NMOD
both	DT	9	NMOD
composers	NNS	10	SUB
develop	VBP	7	SBAR
variations	NNS	10	OBJ
from	IN	10	VMOD
themes	NNS	12	PMOD
,	,	17	P
this	DT	16	NMOD
comparison	NN	17	SUB
ignores	VBZ	0	ROOT
the	DT	21	NMOD
intensely	RB	20	AMOD
claustrophobic	JJ	21	NMOD
nature	NN	17	OBJ
of	IN	21	NMOD
Mr.	NNP	25	NMOD
Glass	NNP	25	NMOD
's	POS	26	NMOD
music	NN	22	PMOD

Its	PRP$	4	NMOD
supposedly	RB	3	AMOD
austere	JJ	4	NMOD
minimalism	NN	5	SUB
overlays	VBZ	0	ROOT
a	DT	7	NMOD
bombast	NN	5	OBJ
that	WDT	7	NMOD
makes	VBZ	8	SBAR
one	CD	11	SUB
yearn	NN	9	VMOD
for	IN	11	VMOD
the	DT	14	NMOD
astringency	NN	22	NMOD
of	IN	14	NMOD
neoclassical	JJ	17	NMOD
Stravinsky	NNP	15	PMOD
,	,	22	P
the	DT	22	NMOD
genuinely	RB	21	AMOD
radical	JJ	22	NMOD
minimalism	NN	12	PMOD
of	IN	22	NMOD
Berg	NNP	26	NMOD
and	CC	26	NMOD
Webern	NNP	23	PMOD
,	,	22	P
and	CC	22	NMOD
what	WP	22	NMOD
in	IN	33	VMOD
retrospect	NN	30	PMOD
even	RB	33	VMOD
seems	VBZ	29	SBAR
like	IN	33	VMOD
concision	NN	34	PMOD
in	IN	33	VMOD
Mahler	NNP	36	PMOD

Mr.	NNP	2	NMOD
Spiegelman	NNP	3	SUB
is	VBZ	0	ROOT
professor	NN	12	NMOD
of	IN	4	NMOD
English	NNP	5	PMOD
at	IN	4	NMOD
Southern	NNP	10	NMOD
Methodist	NNP	10	NMOD
University	NNP	7	PMOD
and	CC	12	NMOD
editor	NN	3	PRD
of	IN	12	NMOD
the	DT	16	NMOD
Southwest	NNP	16	NMOD
Review	NNP	13	PMOD

Honeywell	NNP	2	NMOD
Inc.	NNP	3	SUB
said	VBD	0	ROOT
it	PRP	5	SUB
hopes	VBZ	3	VMOD
to	TO	7	VMOD
complete	VB	5	VMOD
shortly	RB	7	VMOD
the	DT	13	NMOD
first	JJ	11	AMOD
of	IN	13	NMOD
two	CD	11	AMOD
sales	NNS	7	OBJ
of	IN	13	NMOD
shares	NNS	14	PMOD
in	IN	15	NMOD
its	PRP$	20	NMOD
Japanese	JJ	20	NMOD
joint	JJ	20	NMOD
venture	NN	22	NMOD
,	,	22	P
Yamatake-Honeywell	NNP	16	PMOD
,	,	22	P
for	IN	13	NMOD
about	IN	26	AMOD
$	$	24	P
280	CD	26	AMOD
million	CD	26	AMOD

The	DT	2	NMOD
company	NN	3	SUB
would	MD	0	ROOT
n't	RB	3	VMOD
disclose	VB	3	VC
the	DT	7	NMOD
buyer	NN	5	OBJ
of	IN	7	NMOD
the	DT	13	NMOD
initial	JJ	13	NMOD
16	CD	12	AMOD
%	NN	13	NMOD
stake	NN	8	PMOD

Proceeds	NNS	13	SUB
of	IN	1	NMOD
the	DT	4	NMOD
sale	NN	2	PMOD
,	,	1	P
expected	VBN	1	NMOD
to	TO	8	VMOD
be	VB	6	VMOD
completed	VBN	8	VC
next	JJ	11	NMOD
week	NN	9	VMOD
,	,	1	P
would	MD	30	VMOD
be	VB	13	VC
used	VBN	14	VC
to	TO	17	VMOD
repurchase	VB	15	VMOD
as	RB	20	AMOD
many	JJ	20	AMOD
as	IN	23	NMOD
10	CD	20	AMOD
million	CD	20	AMOD
shares	NNS	17	OBJ
of	IN	23	NMOD
Honeywell	NNP	26	NMOD
stock	NN	24	PMOD
,	,	30	P
the	DT	29	NMOD
company	NN	30	SUB
said	VBD	0	ROOT

Honeywell	NNP	2	SUB
said	VBD	0	ROOT
it	PRP	4	SUB
is	VBZ	2	VMOD
negotiating	VBG	4	VC
the	DT	7	NMOD
sale	NN	5	OBJ
of	IN	7	NMOD
a	DT	11	NMOD
second	JJ	11	NMOD
stake	NN	8	PMOD
in	IN	11	NMOD
Yamatake-Honeywell	NNP	12	PMOD
,	,	2	P
but	CC	2	VMOD
indicated	VBD	2	VMOD
it	PRP	18	SUB
intends	VBZ	16	VMOD
to	TO	20	VMOD
hold	VB	18	VMOD
at	IN	24	NMOD
least	JJS	21	AMOD
20	CD	21	AMOD
%	NN	20	OBJ
of	IN	24	NMOD
the	DT	29	NMOD
joint	JJ	29	NMOD
venture	NN	29	NMOD
's	POS	30	NMOD
stock	NN	25	PMOD
long	JJ	32	NMOD
term	NN	20	VMOD

A	DT	4	NMOD
20	CD	3	AMOD
%	NN	4	NMOD
stake	NN	5	SUB
would	MD	0	ROOT
allow	VB	5	VC
Honeywell	NNP	9	SUB
to	TO	9	VMOD
include	VB	6	VMOD
Yamatake	NNP	11	NMOD
earnings	NNS	9	OBJ
in	IN	9	VMOD
its	PRP$	14	NMOD
results	NNS	12	PMOD

Honeywell	NNP	3	SUB
previously	RB	3	VMOD
said	VBD	0	ROOT
it	PRP	5	SUB
intended	VBD	3	VMOD
to	TO	7	VMOD
reduce	VB	5	VMOD
its	PRP$	9	NMOD
holding	NN	7	OBJ
in	IN	9	NMOD
the	DT	13	NMOD
Japanese	JJ	13	NMOD
concern	NN	10	PMOD
as	IN	7	VMOD
part	NN	14	PMOD
of	IN	15	NMOD
a	DT	19	NMOD
restructuring	NN	19	NMOD
